dv_requested_item,category_item,segment_,mrc_description_entity_,legal_entity_description_entity_,goc___coe_dri_approval_,location_,do_you_require_a_server_within_dmz_ice_environment_,quantity_of_application_servers_,quantity_of_databases_,request_type_,app_upgrade_,what_is_your_application_name_,database_version_,database_size_,additional_database_space_,non_standard_settings_,db_request_type_,db_size_,db_server_type_,db_server_count_,additional_instructions_,character_set,national_character_set,block_size__kb_,select_required_collation_settings,do_you_need_a_replicated_copy_of_database_,additional_information,os_version,db_blueprint,edition,db_patch_level,source_order_guide,dv_category,dv_subcategory,dv_u_used_for,dv_u_status_reason,dv_u_criticality,dv_u_application_lifecycle,dv_u_type,dv_u_primary_sector,dv_u_coe,dv_u_primary_product_line,dv_u_ci_regions,dv_u_number_of_users,dv_u_externally_hosted,dv_u_owning_company,dv_u_sox,dv_u_pci,dv_u_gxp,dv_u_gxp_part11_annex11,dv_u_legal_hold,dv_u_samd,dv_u_privacy_classification,dv_u_data_classification,dv_u_darm,dv_u_dr_enabled
RITM000014056224,SDDC database 1,Global Technology Services,Cordis USA,CORDIS CORPORATION,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,JDE CORDIS - JDE ENTERPRISEONE-PROD,Oracle 11g Enterprise Edition on RHEL 6.8,Small,"3,800",NULL,Standard,NULL,NULL,NULL,NULL,WE8ISO8859P15,UTF8,8,NULL,No,"Additional Disk requirement:

/u02/oradata01 - 300GB
/u02/oradata02 - 300GB
/u02/oradata03 - 1600 GB
/u02/oradata04 - 1600 GB",NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,BCA,Maintain,Server,Medical Devices,SC General,Supply Chain,NA,"1,000-9,999",false,Biosense Webster USA,true,false,true,false,true,false,Personal Data Type 1,NULL,false,false
RITM000012938068,SDDC database 1,Global Technology Services,"Ethicon, LLC",P510 ETHICON LLC,Medical devices,NA enterprise data center,No,0,1,SDDC factory migration,No,BEES PROD ETH JRZ,SQL 2012 Standard Edition,Small,80,"Non DBaas
SMALL SIZE Server with SQL Server 2012 Standard edition with Default Collation",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Core Rising,Server,Medical Devices,NA,Supply Chain,NA,"1,000-9,999",false,Ethicon LLC,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013747789,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,FACILITY WORK ORDER SYSTEM - DEV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"
SQL_Latin1_General_CP850_CI_AI",No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,ICE - Server,Consumer,SC Make,Supply Chain,NA,100-999,false,Neutrogena USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012852802,SDDC database 1,NULL,Jan-Cil Australia,JANSSEN-CILAG PTY. LTD,Pharma,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,JUICE.JNJ.COM-PROD,SQL 2012 Standard Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Pharma,Comm ASPAC,Collaboration & Productivity,ASPAC,100-999,false,Jan-Cil Australia,false,false,false,false,false,false,Personal Data Type 1,NULL,false,false
RITM000013134688,SDDC database 1,Global Technology Services,Crucell NV,CRUCELL SWITZERLAND AG,Pharma,EMEA enterprise data center,No,0,1,SDDC factory migration,Yes,NUGENESIS CRUCELL-PRD,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Core,Server,Pharma,R&D Development Crucell,R&D Translational Research and Precision Medicine IT,EMEA,100-999,false,Crucell NV,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013922053,SDDC database 1,Janssen,Janssen China,XIAN-JANSSEN PHARMACEUTICAL LTD.,GTS,NA enterprise data center,No,1,1,New Application,NULL,XIAN_QC_LAB_WEIGHING_APPLICATION,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Vital,NULL,Server,NULL,NULL,NULL,ASPAC,1-99,false,Janssen China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012964712,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Medical devices,ASPAC enterprise data center,No,0,1,SDDC factory migration,Yes,APTRACK BPM - WEBMETHODS,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,Small,Linux,1,"DBaaS server need to be provisioned

Server size :Small
Character set : AL32UTF8
National characterset : AL16UTF16
Block size   :8192
source version	11.2.0.2.0
Target version	11.2.0.4.8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,NULL,Server,Medical Devices,ASPAC,SFE,ASPAC,100-999,false,J&J Medical India,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012682472,SDDC database 1,NULL,Janssen Belgium,NULL,NULL,EMEA enterprise data center,NULL,0,NULL,SDDC factory migration,NULL,LABYRINTH LES SMARTLAB-STG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000014157404,SDDC database 1,Global Technology Services,McNeil Iberica Spain Plant,MCNEIL IBERICA S.L.U.,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,DISPENSING - WIN4600,SQL 2012 Standard Edition,Small,0,Collation : Modern_Spanish_CI_AS,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OTHER,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,Maintain,Server,Consumer,SC Make,Supply Chain,EMEA,1-99,false,McNeil Iberica Spain Plan,false,false,true,true,false,false,NULL,NULL,false,false
RITM000012693085,SDDC database 1,NULL,NULL,JANSSEN PHARMACEUTICA NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000012968305,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,SDDC factory migration,No,APERTURE TEST,SQL 2008 Enterprise Edition,Small,0,"Server Size : SMALL 
SQL Version : SQL Server 2008 Enterprise collation  
Collation : Default  
Non Dbass Build",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Critical,Core,Website,Corporate,GTS,None Assigned,NA,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013295692,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),NA - ASHBURN (Colocation),No,0,1,SDDC Factory Migration,No,HP TRIM - DEV,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Critical,Maintain,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013392848,SDDC database 1,Global Technology Services,Ethicon USA,CLOSURE MEDICAL CORPORATION,Medical devices,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,SOLIDWORKS ENTERPRISE PDM – ETHICON (SOM),SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Medical Devices,NA,R&D_PLM,NA,100-999,false,Ethicon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012766499,SDDC database 1,Shared Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,2,2,Base business,NULL,JJEDS ENTERPRISE DIRECTORY - STAGE,SQL 2012 Standard Edition,Medium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Non-Critical,Maintain,Server,Corporate,GTS,None Assigned,"NA, EMEA",100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013143416,SDDC database 1,Global Technology Services,J&J Prof India,JOHNSON & JOHNSON LIMITED,Medical devices,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,ASPECT-PROD,SQL 2012 Standard Edition,Small,0,"Non DBaaS
Collation: Custom Latin1_General_CI_AI",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Website,Medical Devices,ASPAC,SFE,ASPAC,1-99,false,J&J Medical India,false,false,false,false,false,false,Personal Data Type 1,NULL,false,false
RITM000013275695,SDDC database 1,Global Technology Services,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,0,SDDC Factory Migration,Yes,GATEWAY (CLINICAL DATA MANAGEMENT)-EDM,Oracle 11g Enterprise Edition,Large,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Clinical Development Technologies,"NA, EMEA",100-999,false,Janssen R&D US,false,false,true,false,false,false,"Personal Data Type 3, EU Personal Data(Safe Harbor)",NULL,false,false
RITM000012898709,SDDC database 1,Infrastructure Services,Janssen Taiwan,JOHNSON & JOHNSON TAIWAN LTD.,Pharma,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,WORKFLOW SYSTEM - LEAVE AND OT SYSTEM,SQL 2012 Standard Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Pharma,Comm ASPAC,Product Line Not Applicable,ASPAC,100-999,false,Jan-Cil Taiwan,false,false,false,false,false,false,Personal Data Type 1,NULL,false,false
RITM000012888529,SDDC database 1,Infrastructure Services,Janssen China,XIAN-JANSSEN PHARMACEUTICAL LTD.,Pharma,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,JANCN_KP,SQL 2012 Standard Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Pharma,Comm ASPAC,Data Sciences & Advanced Analytics,ASPAC,"1,000-9,999",false,Janssen China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012619114,SDDC database 1,NULL,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",NULL,NA enterprise data center,NULL,0,NULL,SDDC factory migration,NULL,AIP ALIGNMENTS - DEV,Oracle 11g Enterprise Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000014377539,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,340B-R2_QA,Oracle 12c Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,WE8MSWIN1252,AL16UTF16,8,NULL,No,NULL,RHEL 7.2,Oracle 12c on RHEL 7.2,Enterprise,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Rising,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013082794,SDDC database 1,Janssen,Janssen Pharmaceuticals,"JANSSEN SUPPLY GROUP, LLC",Pharma,NA enterprise data center,No,1,1,New application,NULL,MERCURY-EP-QA-PQN,Oracle 12c Enterprise Edition,Medium,1000,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,BCA,NULL,Server,Consumer,SC Plan,Supply Chain,NA,N/A,false,J&J Consumer Prod US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013557275,SDDC database 1,Global Technology Services,US Diabetes Care,"LIFESCAN, INC.",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,JDE LIFESCAN - ARCHIVING-DEV,Oracle 11g Enterprise Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,WE8ISO8859P1,AL16UTF16,8,NULL,No,10-Char server Required,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,BCA,Maintain,Server,Consumer,SC General,Supply Chain,"NA, EMEA",1-99,false,US Diabetes Care,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012630021,SDDC database 1,Pharma,NULL,NULL,NULL,EMEA enterprise data center,NULL,0,NULL,Base business,NULL,NULL,NULL,NULL,NULL,NULL,Standard,Medium,Linux,1,"Kindly provide one medium size Oracle 12c database in Beerse region server. 

Location:EMEA
Environment: DEVELOPMENT
Version: ORACLE 12.1.0.2/ RED HAT 6.3 
DB Size: Medium
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000012832101,SDDC database 1,NULL,J&J Consumer Products USA,JOHNSON & JOHNSON CONSUMER,Consumer,EMEA enterprise data center,No,0,1,SDDC factory migration,No,CRS EMEA-CONSUMER COMPLAINTS SYSTEM,Oracle 11g Enterprise Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,Maintain,Server,Consumer,GPIQ-QA,R&D,EMEA,100-999,false,Cons Europe Reg Expe,false,false,true,false,true,false,"Personal Data Type 3, EU Personal Data(Safe Harbor)",NULL,false,false
RITM000012677905,SDDC database 1,NULL,NULL,"W130 JOHNSON & JOHNSON SERVICES,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013231337,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC factory migration,No,SCR-DWH,SQL 2012 Enterprise Edition,Small,0,Collation: SQL_Latin1_General_CP1_CI_AS,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Sensitive,Maintaining,Server,Pharma,JSC General,Supply Chain,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013330440,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,ELEVATED PRIVILEGE PROGRAM (EPP)-DEV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,"75,000+",false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013047501,SDDC database 1,Global Technology Services,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,1,SDDC factory migration,Yes,IP TRACKER -- DEV,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Decommission Pending,Non-Critical,Maintain,Server,Pharma,R&D Research Janssen Diagnostics,R&D Lab Data Generation & Lab Innovation,NA,100-999,false,Janssen R&D US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014138096,SDDC database 1,Medical Devices,J&J Medical Russia,JOHNSON & JOHNSON LLC,Medical devices,EMEA enterprise data center,No,1,1,Organic Growth,NULL,MDD-RU-MOSS-PORTAL-QAS,SQL 2012 Standard Edition,Large,1000,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"
Cyrillic_General_CI_AS",No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Core,Server,Medical Devices,EMEA,D&A,EMEA,1-99,false,J&J Medical Russia,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013430790,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,COMPLIANCEBUILDER - QA,Oracle 11g Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,Transformed,Non-Critical,Maintain,Server,Medical Devices,SC Quality,Supply Chain,NA,1-99,false,DePuy Orthopaedics US,false,false,true,false,false,false,Personal Data Type 1,NULL,false,false
RITM000013316098,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,ELEVATED PRIVILEGE PROGRAM (EPP),SQL 2012 Standard Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,N/A,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013191966,SDDC database 1,Janssen,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,NA enterprise data center,No,0,1,New application,NULL,WEBMETHODS NA JJAR PROD PLATFORM,Oracle 12c Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Maintain,Platform,Corporate,GTS,None Assigned,NA,"1,000-9,999",false,JJ World Headqtrs US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013408832,SDDC database 1,Janssen,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,New Application,NULL,CKO GEEL,SQL 2012 Standard Edition,Small,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Desktop,Pharma,JSC General,Supply Chain,EMEA,1-99,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014055289,SDDC database 1,Consumer,J&J Consumer Products USA,"MCNEIL-PPC, INC.",Consumer,NA enterprise data center,No,2,2,New Application,NULL,TANK FARM MES DEV,SQL 2012 Enterprise Edition,Small,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,Please refer row 6-7 for Application server and row 10-11 for DB servers.,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Server,Consumer,SC Make,Supply Chain,NA,1-99,false,McNeil Cons Hlth USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013931772,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC Factory Migration,Yes,MESF DEPUY RAYNHAM-PROD,SQL 2012 Standard Edition on Win 2008,Small,50,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,Core Rising,Server,Medical Devices,SC Make,Supply Chain,NA,1-99,false,DePuy Orthopaedics US,false,false,true,false,true,false,NULL,NULL,false,false
RITM000012968746,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,GATEWAY (CLINICAL DATA MANAGEMENT)-ISPEC DEV,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Clinical Development Technologies,"NA, EMEA, ASPAC",1-99,false,Janssen R&D US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013409399,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,Corporate (ETCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,TOTALITY,Oracle 11g Enterprise Edition,Medium,0," NON DBAAS
 CHAR Set: AL32UTF8 
 NCHAR Set requirements: UTF8
 DB Block Size Reequirements: 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Website,Corporate,HCC,HCC,NA,"1,000-9,999",false,JJ World Headqtrs US,false,false,false,false,true,false,Personal Data Type 2,NULL,false,false
